appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu,languages,genre,tags
71119,Light Crusader,SEGA,SEGA,,6,0,0,20000,0,0,0,0,99,99,0,0,English,RPG,"27,6,5"
71120,Shining Force,SEGA,SEGA,,18,0,0,50000,0,0,0,0,99,99,0,0,English,RPG,"48,29,26,25,24,17,14,7,6,5"
71160,Shining Force II,SEGA,SEGA,,9,0,0,50000,0,0,0,0,99,99,0,0,English,RPG,"43,26,23,21,15,15,14,13,11,7"
71161,Shining in the Darkness,SEGA,SEGA,,4,0,0,20000,0,0,0,0,99,99,0,0,English,RPG,"34,16,10,8,8,6"
71162,Sonic 3 & Knuckles,SEGA,SEGA,,31,0,0,20000,0,0,0,0,499,499,0,0,English,,"107,106,88,77,73,61,57,56,45,45,40,37,36,36,35,34,31,26,12,11"
71163,Sonic The Hedgehog 2,SEGA,SEGA,,27,2,0,100000,0,0,0,0,499,499,0,0,English,"Action, Adventure","63,55,49,47,46,43,39,34,27,23,21,21,19,16,15,15,12,7"
71164,Streets of Rage,SEGA,SEGA,,16,1,0,20000,0,0,0,0,99,99,0,0,English,Action,"49,46,25,25,22,16,14,12"
71165,Streets of Rage 2,SEGA,SEGA,,21,0,0,50000,0,0,0,0,99,99,0,1,English,Action,"59,47,38,31,25,23,21,20,17,7"
71166,ToeJam & Earl,SEGA,SEGA,,6,0,0,20000,0,0,0,0,99,99,0,0,English,Adventure,"29,15,15,11,6,5,5"
71167,ToeJam & Earl in Panic on Funkotron,SEGA,SEGA,,2,0,0,50000,0,0,0,0,99,99,0,0,English,,"8,5"
71168,Wonder Boy III: Monster Lair,SEGA,SEGA,,7,0,0,20000,0,0,0,0,99,99,0,0,English,,"7,6,6,6,5,5"
71230,Crazy Taxi,SEGA,SEGA,,2432,413,0,500000,315,0,40,0,799,799,0,12,"English, French, German, Italian, Spanish - Spain","Action, Racing","110,97,95,76,56,48,34,32,29,28,23,17,16"
71240,SEGA Bass Fishing,SEGA,SEGA,,644,90,0,200000,11,0,11,0,799,799,0,0,"English, French, German, Italian, Spanish - Spain","Simulation, Sports","59,56,53,22,5"
71250,Sonic Adventure DX,SEGA,SEGA,,8744,1011,0,500000,420,0,264,0,799,799,0,80,"English, French, German, Japanese, Spanish - Spain",,"205,179,177,171,162,132,130,110,91,84,83,76,70,61,55,54,48,40,27,18"
71260,Space Channel 5: Part 2,SEGA,SEGA,,1302,153,0,200000,75,0,92,0,799,799,0,3,"English, French, German, Italian, Spanish - Spain",Action,"65,53,41,39,37,23,7"
71270,Football Manager 2012,Sports Interactive,SEGA,,0,0,0,20000,60676,0,60676,0,0,0,0,664,"Danish, Dutch, English, French, Norwegian, Portuguese, Spanish, Swedish, Czech, Italian, Polish",Sports,[]
71275,Football Manager 2012 - Arsenal Club DLC,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
71280,Football Manager 2012 Demo,,,,0,0,0,20000,0,0,0,0,0,0,0,1,,,[]
71300,Football Manager 2012 Review,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
71310,Football Manager 2012 Korean,,,,0,0,0,20000,0,0,0,0,0,0,0,20,,,[]
71320,Football Manager 2012 Russian,,,,0,0,0,20000,0,0,0,0,0,0,0,14,,,[]
71340,Sonic Generations Collection,Devil's Details,SEGA,,15971,1167,0,2000000,384,0,143,0,1999,1999,0,123,"English, French, German, Italian, Spanish - Spain",Action,"463,375,353,310,293,214,206,203,193,161,157,151,150,141,126,125,119,98,88,78"
71390,Virtua Tennis 4,SEGA,SEGA,,223,86,0,50000,852,0,1657,0,0,0,0,0,"English, French, German, Italian, Spanish - Spain",Sports,"51,33,13"
71400,Football Manager 2012 Editor,,,,0,0,0,20000,0,0,0,0,0,0,0,13,,,[]
71410,Football Manager 2012 Resource Archiver,,,,0,0,0,20000,0,0,0,0,0,0,0,1,,,[]
71420,London 2012: The Official Video Game of the Olympic Games,SEGA Studios Australia,SEGA,,0,0,0,20000,718,0,718,0,0,0,0,5,"English, German, French, Italian, Spanish - Spain","Casual, Racing, Simulation, Sports",[]
72000,Closure,Eyebrow Interactive,Eyebrow Interactive,,787,137,0,500000,279,0,457,0,999,999,0,0,English,Indie,"112,101,99,49,46,46,43,32,21,20,20,20"
72200,Universe Sandbox Legacy,Giant Army,Giant Army,,2362,548,0,1000000,156,0,91,0,0,0,0,21,English,"Casual, Indie, Simulation","402,385,346,253,205,190,179,137,134,71,55,54,32,28,23,22,22,9,8,8"
72300,Breach,,,,0,0,0,20000,0,0,0,0,0,0,0,1,,,[]
72310,Breach - Dedicated Server,,,,0,0,0,20000,0,0,0,0,0,0,0,1,,,[]
72400,Clones,Tomkorp Computer Solutions Inc.,Tomkorp Computer Solutions Inc.,,275,88,0,200000,185,0,224,0,199,199,0,0,"English, German, Polish, Russian","Adventure, Indie","43,34,22,18,10,9"
72410,Clones Demo,Tomkorp Computer Solutions Inc.,Tomkorp Computer Solutions Inc.,,252,81,0,20000,0,0,0,0,0,0,0,1,English,"Strategy, Casual, Indie","42,34,23,18,10,9"
72500,Arcadia,Joshyy,Ronimo Games,,36,42,0,20000,148,0,148,0,0,0,0,0,"English, Dutch, Spanish - Spain","Casual, Indie","24,22,6"
72510,Arcadia - Demo,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
72520,Arcadia - Beta,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
72530,Arcadia Beta,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
72701,Fallout New Vegas CaravanPack (1C),,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
72705,Fallout New Vegas ClassicPack (1C),,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
72709,Fallout New Vegas MercenaryPack (1C),,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
72713,Fallout New Vegas TribalPack (1C),,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
72730,Fallout New Vegas: Dead Money,Obsidian Entertainment,Bethesda Softworks,,1188,643,0,20000,0,0,0,0,499,499,0,0,"English, French, German, Italian, Spanish - Spain","Action, RPG","33,28,10,9,9"
72740,Fallout New Vegas: Honest Hearts,Obsidian Entertainment,Bethesda Softworks,,698,135,0,20000,0,0,0,0,499,499,0,0,"English, French, German, Italian, Spanish","Action, RPG","29,27,7,5"
72750,Fallout New Vegas: Old World Blues,Obsidian Entertainment,Bethesda Softworks,,808,85,0,20000,0,0,0,0,499,499,0,0,"English, French, German, Italian, Spanish - Spain","Action, RPG","32,32,12,7,7"
72760,Fallout New Vegas: Lonesome Road,Obsidian Entertainment,Bethesda Softworks,,588,55,0,20000,0,0,0,0,499,499,0,0,"English, French, German, Italian, Spanish - Spain","Action, RPG","31,30,13"
72770,Fallout New Vegas Dead Money DLC,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
72771,Fallout New Vegas Honest Hearts,,,,710,136,0,20000,0,0,0,0,0,0,0,0,,,"29,27,7,5"
72772,Fallout New Vegas Old World Blues,Obsidian Entertainment,Bethesda Softworks,,0,0,0,20000,0,0,0,0,999,999,0,0,"English, French, German, Italian, Spanish","Action, RPG",[]
72773,Fallout New Vegas C Lonesome Road,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
72774,Fallout New Vegas C Gun Runners Arsenal,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
72780,Brink Dedicated Server,,,,0,0,0,20000,0,0,0,0,0,0,0,1,,,[]
72840,Fallout New Vegas: Gun Runners’ Arsenal,Obsidian Entertainment,Bethesda Softworks,,363,22,0,20000,0,0,0,0,199,199,0,0,"English, French, German, Italian, Spanish - Spain","Action, RPG","28,28,5"
72850,The Elder Scrolls V: Skyrim,Bethesda Game Studios,Bethesda Softworks,,292149,15909,0,10000000,6964,0,3186,0,1999,1999,0,4225,"English, French, German, Italian, Spanish - Spain, Japanese, Czech, Polish, Russian",RPG,"98,958,602,614,255,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
72869,The Elder Scrolls V: Skyrim Preorder Ad App,Bethesda Game Studios,Bethesda Softworks,,0,0,0,20000,0,0,0,0,1999,1999,0,0,"English, French, German, Italian, Spanish, Japanese, Czech, Polish, Russian",RPG,[]
72900,Winter Voices,Clara Lehenaff,Clara Lehenaff,,153,86,0,50000,271,0,271,0,0,0,0,1,"English, French, Russian","Adventure, Indie, RPG","71,59,48,40,31,29,23,21,16,13,11,11,5"
72902,Winter Voices Episode 1: Those who have no name,inner seas,inner seas,,2,2,0,20000,0,0,0,0,0,0,0,0,"English, French, Russian","Adventure, Indie, RPG","21,21,21"
72903,Winter Voices Episode 2: Nowhere of me,inner seas,inner seas,,1,1,0,20000,0,0,0,0,0,0,0,0,"English, French, Russian","Adventure, Indie, RPG","20,20,20"
72904,Winter Voices Episode 3: Like a Crow on a Wire,inner seas,inner seas,,1,1,0,20000,0,0,0,0,0,0,0,0,"English, French, Russian","Adventure, Indie, RPG","22,21,21"
72905,Winter Voices Episode 4: Amethyst Rivers,inner seas,inner seas,,2,1,0,20000,0,0,0,0,0,0,0,0,"English, French, Russian","Adventure, Indie, RPG","21,21,21"
72906,Winter Voices: Secret of the Norns DLC,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
72907,Winter Voices Episode 5: Overflow,inner seas,inner seas,,1,1,0,20000,0,0,0,0,499,499,0,0,"English, French, Russian","Adventure, Indie, RPG","22,21,21"
72910,Winter Voices - Demo,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
73000,Lionheart - Kings' Crusade Demo,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
73010,Cities in Motion,Colossal Order Ltd.,Paradox Interactive,,764,221,0,500000,207,0,178,0,1999,1999,0,20,"English, German, Spanish - Spain, French",Simulation,"150,83,58,51,50,44,41,40,33,16"
73012,Cities in Motion: Design Classics,Colossal Order Ltd.,Paradox Interactive,,2,1,0,20000,0,0,0,0,399,399,0,0,"English, French, German, Spanish - Spain",Simulation,21
73013,Cities in Motion: Design Marvels,Colossal Order Ltd.,Paradox Interactive,,3,1,0,20000,0,0,0,0,399,399,0,0,"English, French, German, Spanish - Spain",Simulation,19
73014,Cities in Motion: Design Now,Colossal Order Ltd.,Paradox Interactive,,0,2,0,20000,0,0,0,0,199,399,50,0,"English, French, German, Spanish - Spain",Simulation,21
73016,Cities In Motion - Design Classics DLC,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
73017,Cities in Motion: Design Marvels DLC,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
73018,Cities In Motion - Forum Registration Key,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
73019,Cities in Motion Pre-order,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
73020,Majesty 2 Collection,1C:InoCo,Paradox Interactive,,944,323,0,500000,498,0,781,0,0,0,0,30,"English, French, German",Strategy,"68,41,32,19,17,17,10"
73030,Magicka: Wizard's Survival Kit,Arrowhead Game Studios,Paradox Interactive,,34,8,0,20000,0,0,0,0,49,99,51,0,"English, French, German, Spanish - Spain","Action, RPG","23,23"
73031,Magicka: Nippon,Arrowhead Game Studios,Paradox Interactive,,42,7,0,20000,0,0,0,0,99,99,0,0,"English, Russian","Action, RPG","27,25"
73032,Magicka: Caverns,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
73033,Magicka: Marshlands,Arrowhead Game Studios,Paradox Interactive,,10,3,0,20000,0,0,0,0,199,199,0,0,"English, Russian","Action, RPG","21,21"
73034,Magicka: Bathrobe Unlock,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
73035,Magicka: Final Frontier,Arrowhead Game Studios,Paradox Interactive,,18,5,0,20000,0,0,0,0,299,299,0,0,"English, Russian","Action, RPG","22,22"
73036,Magicka: The Watchtower,Arrowhead Game Studios,Paradox Interactive,,13,5,0,20000,0,0,0,0,199,199,0,0,"English, Russian","Action, RPG","22,22"
73037,Magicka: Frozen Lake,Arrowhead Game Studios,Paradox Interactive,,18,7,0,20000,0,0,0,0,199,199,0,0,"English, Russian","Action, RPG","24,24"
73038,Magicka: DLC,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
73039,Magicka: Lonely Island Cruise,Arrowhead Game Studios,Paradox Interactive,,10,2,0,20000,0,0,0,0,199,199,0,0,"English, French, German, Italian, Polish, Russian, Spanish - Spain","Action, RPG","21,21"
73040,ValveTestApp73040,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
73041,Majesty 2: Monster Kingdom,1C:InoCo,Paradox Interactive,,4,5,0,20000,0,0,0,0,499,499,0,0,"English, French, German","Simulation, Strategy","20,20"
73050,Magicka Demo,Arrowhead Game Studios,Paradox Interactive,,21537,2171,0,20000,0,0,0,0,0,0,0,1,"English, French, German, Spanish - Spain","Action, RPG","872,741,685,562,509,496,472,471,452,402,260,168,159,142,139,127,103,99,83,77"
73054,Magicka: Party Robes,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
73055,Magicka: Party Robes,Arrowhead Game Studios,Paradox Interactive,,0,0,0,20000,0,0,0,0,0,0,0,0,"English, Russian","Action, RPG",[]
73056,Magicka: Support Robe,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
73057,Magicka: Gamer Bundle,Arrowhead Game Studios,Paradox Interactive,,17,1,0,20000,0,0,0,0,99,199,50,0,"English, Russian","Action, RPG","21,21"
73058,Magicka: The Stars Are Left,Arrowhead Game Studios,Paradox Interactive,,36,47,0,20000,0,0,0,0,299,599,50,0,"English, Russian","Action, RPG","23,23,7"
73059,ValveTestApp73059,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
73060,Defenders of Ardania,Most Wanted Entertainment,Paradox Interactive,,36,75,0,50000,0,0,0,0,0,0,0,0,"English, French, German, Italian, Spanish - Spain",Strategy,"35,27,8"
73071,Majesty 2: Battles of Ardania,1C:InoCo,Paradox Interactive,,1,1,0,20000,0,0,0,0,499,499,0,0,"English, French, German","Simulation, Strategy","21,20"
73088,The Sword of Islam,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
73089,Crusader Kings II Beta - Legacy of Rome BETA,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
73091,Magicka: Holiday Spirit Item Pack,Arrowhead Game Studios,Paradox Interactive,,14,3,0,20000,0,0,0,0,199,199,0,0,"English, Russian","Action, RPG","23,23"
73092,Magicka: Horror Props Item Pack,Arrowhead Game Studios,Paradox Interactive,,8,4,0,20000,0,0,0,0,149,299,50,0,"English, Russian","Action, RPG","22,22"
73093,Magicka: The Other Side of the Coin,Pieces Interactive,Paradox Interactive,,17,15,0,20000,0,0,0,0,499,499,0,0,English,"Action, RPG","23,23"
73094,Magicka: Pieces Challengepack Evil hideouts,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
73095,Magicka: Mega Villain Robes,Pieces Interactive,Paradox Interactive,,11,1,0,20000,0,0,0,0,199,199,0,0,"English, French, German, Italian, Polish, Russian, Spanish - Spain","Action, RPG","22,22"
73096,Magicka: Aspiring Musician Robes,Pieces Interactive,Paradox Interactive,,10,1,0,20000,0,0,0,0,199,199,0,0,"English, French, German, Italian, Polish, Russian, Spanish - Spain","Action, RPG","21,21"
73097,Magicka: Peculiar Gadgets Item Pack,Pieces Interactive,Paradox Interactive,,10,1,0,20000,0,0,0,0,199,199,0,0,"English, French, German, Italian, Polish, Russian, Spanish - Spain","Action, RPG","21,21"
73098,Magicka: Heirlooms Item Pack,Pieces Interactive,Paradox Interactive,,7,2,0,20000,0,0,0,0,99,199,50,0,"English, French, German, Italian, Polish, Russian, Spanish - Spain","Action, RPG","21,21"
73099,Mirror Crystal Cavern Hideout,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
73108,Dreamlords - Starter Key,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
73109,Dreamlords - Divine Key,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
73110,Volcano Hideout,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
73115,Magicka: Dungeons and Daemons,Pieces Interactive,Paradox Interactive,,19,11,0,20000,0,0,0,0,399,399,0,0,English,"Action, RPG","21,21"
73118,Magicka: Free Jolnirs Workshop,Pieces Interactive,Paradox Interactive,,38,2,0,20000,0,0,0,0,0,0,0,0,"English, Russian, French, German, Italian, Polish, Spanish - Spain","Action, RPG","26,25"
73119,Magicka: Tower of Niflheim,Pieces Interactive,Paradox Interactive,,7,2,0,20000,0,0,0,0,199,199,0,0,"English, Russian, French, German, Italian, Polish, Spanish - Spain","Action, RPG","22,22"
73120,Magicka: Grimnir's Laboratory,Arrowhead Game Studios,Paradox Interactive,,11,1,0,20000,0,0,0,0,99,99,0,0,"English, Russian, French, German, Italian, Polish, Spanish - Spain","Action, RPG","22,22"
73121,Magicka: The Doctors Robe pack,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
73170,Darkest Hour: A Hearts of Iron Game,Martin Ivanov,Paradox Interactive,,1563,181,0,500000,1388,0,1963,0,999,999,0,128,"English, German, Spanish - Spain, French, Italian, Polish, Russian",Strategy,"110,85,82,61,48,44,43,28,25,19,17,16,14,5"
73179,Darkest Hour - Forum Registration Key,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
73180,Cities in Motion: Design Now,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
73181,Cities in Motion: Tokyo,Colossal Order Ltd.,Paradox Interactive,,1,2,0,20000,0,0,0,0,599,599,0,0,"English, French, German, Spanish - Spain",Simulation,20
73182,Cities in Motion: Tokyo DLC,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
73183,Cities in Motion: Metro Stations,Colossal Order Ltd.,Paradox Interactive,,6,2,0,20000,0,0,0,0,299,299,0,0,"English, French, German, Spanish - Spain",Simulation,20
73184,Cities In Motion: Metro Station,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
73185,Cities in Motion: German Cities,Colossal Order Ltd.,Paradox Interactive,,0,1,0,20000,0,0,0,0,599,599,0,0,"English, French, German, Spanish - Spain",Simulation,20
73186,Cities In Motion: German Cities,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
73187,Cities in Motion: US Cities,Colossal Order Ltd.,Paradox Interactive,,1,2,0,20000,0,0,0,0,499,499,0,0,"English, French, German, Spanish - Spain",Simulation,21
73188,Cities In Motion: US Cities,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
73190,Pride of Nations,Ageod,Slitherine Ltd.,,54,58,0,50000,0,0,0,0,1999,1999,0,1,"English, French, German, Spanish - Spain","Simulation, Strategy","40,26,22,19,17,17,15,13,13"
73192,Pride of Nations: Spanish-American War 1898,Ageod,Slitherine Ltd.,,0,0,0,20000,0,0,0,0,399,399,0,0,"English, French, German, Spanish - Spain",Strategy,[]
73193,Pride of Nations: American Civil War 1862,Ageod,Slitherine Ltd.,,0,0,0,20000,0,0,0,0,399,399,0,0,"English, French, German, Spanish - Spain",Strategy,[]
73194,Pride of Nations: The Franco-Prussian War 1870,Ageod,Slitherine Ltd.,,1,0,0,20000,0,0,0,0,399,399,0,0,"English, French, German",Strategy,23
73195,Pride of Nations: The Scramble for Africa,Ageod,Slitherine Ltd.,,2,0,0,20000,0,0,0,0,399,399,0,0,"English, German, French, Spanish - Spain",Strategy,21
73210,Sengoku,Paradox Development Studio,Paradox Interactive,,245,156,0,200000,73,0,81,0,999,999,0,0,"English, French, German, Spanish - Spain","RPG, Simulation, Strategy","74,57,45,45,41,11,11,8,7"
73220,Supreme Ruler: Cold War,BattleGoat Studios,BattleGoat Studios,,120,70,0,100000,0,0,0,0,999,999,0,2,"English, French, German, Spanish - Spain",Strategy,"45,17,15,10"
73230,Majesty Gold HD,Cyberlore,Paradox Interactive,,0,0,0,20000,355,0,667,0,999,999,0,57,English,"Strategy, Simulation",[]
78000,Bejeweled 3,"PopCap Games, Inc.","PopCap Games, Inc., Electronic Arts",,4752,200,0,500000,1033,0,1351,0,499,499,0,426,"English, French, German, Italian, Spanish - Spain","Casual, Strategy","228,223,176,110,84,66,46,36,36,30,17,15,7,6"
78002,Bejeweled 3 Demo,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80000,APOX,BlueGiant Interactive,BlueGiant Interactive,,49,126,0,50000,0,0,0,0,1499,1499,0,0,"English, French, German, Polish, Portuguese, Spanish - Spain","Action, Indie, Strategy","29,25,23,7,5"
80010,APOX: Legend,BlueGiant Interactive,BlueGiant Interactive,,0,0,0,20000,0,0,0,0,499,499,0,0,"English, French, German, Polish, Portuguese, Spanish - Spain","Action, Strategy, Indie",[]
80020,APOX Demo,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80200,Fate of the World,Red Redemption,Soothsayer Games,,315,88,0,100000,15,0,18,0,999,999,0,2,"English, Dutch, German","Casual, Indie, Simulation, Strategy","81,75,73,50,48,37,32,29,29,28,26,22,13"
80202,Fate of the World: Denial,Red Redemption,Red Redemption,,1,0,0,20000,0,0,0,0,299,299,0,0,English,"Strategy, Indie, Casual, Simulation","21,21,21,21"
80204,Fate of the World: Migration,Red Redemption,Red Redemption,,1,0,0,20000,0,0,0,0,499,499,0,0,English,"Strategy, Indie, Casual, Simulation","21,21,21,21"
80205,Denial DLC Mac,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80206,Migration DLC Mac,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80207,Fate of the World: Extras Pack,Red Redemption,Red Redemption,,1,0,0,20000,0,0,0,0,399,399,0,0,English,"Strategy, Indie, Casual, Simulation","21,21,21,21"
80222,Fate of the World dlc 0,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80300,Puzzle Bots,Ivy Games,Wadjet Eye Games,,119,39,0,100000,45,0,45,0,499,499,0,0,English,"Adventure, Indie","32,23,19,17,7,7"
80310,Gemini Rue,Joshua Neurnberger,Wadjet Eye Games,,1434,163,0,200000,192,0,102,0,999,999,0,5,"English, German","Adventure, Indie","152,145,110,107,105,81,61,60,54,52,46,36,32,30,22,8,6,5,5"
80330,The Blackwell Legacy,Wadjet Eye Games,Wadjet Eye Games,,1115,132,0,200000,265,0,366,0,499,499,0,2,English,"Adventure, Indie","121,111,76,70,63,61,46,37,37,36,29,17,16,16,11,5"
80340,Blackwell Unbound,Wadjet Eye Games,Wadjet Eye Games,,499,33,0,200000,214,0,321,0,499,499,0,3,English,"Adventure, Indie","99,95,68,53,50,45,37,31,30,28,24,21,21,10,9"
80350,Blackwell Convergence,Wadjet Eye Games,Wadjet Eye Games,,422,17,0,100000,264,0,338,0,499,499,0,2,English,"Adventure, Indie","69,55,25,18,14,11,8"
80360,Blackwell Deception,Wadjet Eye Games,Wadjet Eye Games,,435,16,0,200000,282,0,294,0,999,999,0,1,English,"Adventure, Indie","104,93,66,54,42,40,32,26,25,18,17,15,15,11,5"
80400,Puzzle Bots Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80401,Blood Bowl: Legendary Edition Trailer,Cyanide Studios,Focus Home Interactive,,685,235,0,20000,0,0,0,0,0,0,0,0,,Strategy,"112,102,81,73,58,46,41,40,36,10"
80402,Blood Bowl Legendary Edition - French,,,,676,229,0,20000,0,0,0,0,0,0,0,0,,,"111,102,81,72,58,46,40,40,36,10"
80403,LEGO Universe,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80404,Medal of Honor - Accolades Commercial,Electronic Arts,Electronic Arts,,3333,1388,0,20000,0,0,0,0,0,0,0,0,,Action,"233,187,158,132,111,110,105,87,66,35,32,31,30,28,26,20,12,11,9"
80405,Nimbus Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80406,Tommy Tronic Trailer,Oasis Games,Interplay Inc.,,0,0,0,20000,0,0,0,0,0,0,0,0,,"Action, Adventure, Indie",[]
80407,Hegemony - Philip of Macedon Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80408,Nimbus Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80409,DogFighter - Mongoose,"Dark Water Studios, Ltd.","Dark Water Studios, Ltd.",,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80410,DogFighter - The Old Gods,"Dark Water Studios, Ltd.","Dark Water Studios, Ltd.",,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80411,AI War: Children of Neinzul Trailer,,,,1143,215,0,20000,0,0,0,0,0,0,0,0,,,"505,154,146,105,105,103,101,99,84,75,74,58,54,51,41,34,33,30,29,26"
80412,AI War New Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80413,Dragon Age: Origins - Ultimate Edition Trailer,BioWare,Electronic Arts,100,8695,686,92,20000,0,0,0,0,0,0,0,0,,RPG,"818,649,576,489,449,443,352,316,231,219,193,169,161,159,149,140,113,108,102,90"
80414,Empire Earth Gold Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80415,Empire Earth II Gold Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80416,Empire Earth III Gold Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80417,Free Running Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80418,Lords of the Realm III Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80419,James Bond - Blood Stone,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80420,Farming Simulator 2011 Trailer,Giants Software,BigSims.com,,342,68,0,20000,0,0,0,0,0,0,0,0,,Simulation,"65,53,26,18,9"
80421,German FS2011 Trailer,,,,337,67,0,20000,0,0,0,0,0,0,0,0,,,"60,46,23,16,7"
80422,Bloody Good Time Launch Trailer (DE),,,,672,206,0,20000,0,0,0,0,0,0,0,0,,,"62,35,32,26,22,10,10,7"
80423,Bloody Good Time Launch Trailer (IT),,,,661,201,0,20000,0,0,0,0,0,0,0,0,,,"60,31,30,25,19,9,8,6"
80424,Bloody Good Time Launch Trailer (ES),,,,662,202,0,20000,0,0,0,0,0,0,0,0,,,"62,35,32,26,22,10,10,7"
80425,Bloody Good Time Launch Trailer (EN) PEGI,,,,661,202,0,20000,0,0,0,0,0,0,0,0,,,"62,35,32,26,22,10,10,7"
80426,Bloody Good Time Launch Trailer (FR),,,,671,207,0,20000,0,0,0,0,0,0,0,0,,,"62,35,32,26,22,10,10,7"
80427,BIT.TRIP BEAT Trailer,Gaijin Games,Gaijin Games,,617,142,0,20000,0,0,0,0,0,0,0,0,,"Action, Casual, Indie","84,78,65,54,49,39,33,33,32,30,26,25,16,13"
80428,Dungeon Siege III Trailer 2,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80429,Bejeweled 3 Trailer,,,,2972,133,0,20000,0,0,0,0,0,0,0,0,,,"203,202,155,100,71,55,39,29,29,24,12,9,6,6"
80430,Pat & Mat Trailer,Centauri Production,Bohemia Interactive,,308,64,0,20000,0,0,0,0,0,0,0,0,,,"97,81,71,70,69,62,52,52,51,45,38,36,32,30,26,24,22,22,19,12"
80431,Pound of Ground Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
80432,Alternativa Trailer,,,,84,89,0,20000,0,0,0,0,0,0,0,0,,,"40,27,16,14,6,6"
80433,Fish Fillets 2 Trailer,Altar Games,Bohemia Interactive,,151,56,0,20000,0,0,0,0,0,0,0,0,,,"34,33,25,7,6,5"
80434,Divinity II - The Dragon Knight Saga Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
