appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu,languages,genre,tags
970,"Sam & Max 103: The Mole, the Mob and the Meatball Trailer",,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
971,Sam & Max 104: Abe Lincoln Must Die! Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
972,Sam & Max 105: Reality 2.0 Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
973,Sam & Max 106: Bright Side of the Moon Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
974,Lost Planet Trailer,,,,618,184,0,20000,0,0,0,0,0,0,0,0,,,"99,60,59,58,51,23,20,16,13,13,12,5"
975,Kane & Lynch HD Trailer 2,Io Interactive,"SQUARE ENIX, Eidos Interactive",,1354,804,0,20000,0,0,0,0,0,0,0,0,English,Action,"100,52,50,43,43,42,32,28,25,23,22,18,18,17,15,13,9,7"
976,Kane & Lynch HD Trailer,,,,1353,806,0,20000,0,0,0,0,0,0,0,0,,,"100,52,50,43,43,42,32,28,25,23,22,18,17,17,15,13,9,7"
977,ThreadSpace: Hyperbol Trailer,Iocaine Studios,Atari,99,30,9,91,20000,0,0,0,0,0,0,0,0,English,"Action, Strategy","25,25,22,5"
978,Titan Quest - Immortal Throne Trailer,Iron Lore Entertainment,THQ,,0,0,0,20000,0,0,0,0,0,0,0,0,English,"RPG, Action",[]
979,S.T.A.L.K.E.R.: Shadow of Chernobyl Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
980,SpaceForce Rogue Universe Trailer,Provox Games ,Nordic Games,,0,0,0,20000,0,0,0,0,0,0,0,0,English,"Strategy, RPG",[]
981,Civilization IV: Beyond the Sword Trailer,,,,1506,71,0,20000,0,0,0,0,0,0,0,0,,,"171,122,96,89,59,55,46,43,20,14,14,10,7,6"
982,Gish Trailer,Cryptic Sea,Chronic Logic,,165,98,0,20000,0,0,0,0,0,0,0,0,English,Indie,"55,52,33,20,16,15,12,11,10"
983,Call of Juarez Trailer,,,,886,217,0,20000,0,0,0,0,0,0,0,0,,,"119,77,71,42,37,33,29,27,20,15,13,9,9,8,6"
984,BioShock HD Trailer,2K Boston and 2K Australia,2K Games,,20081,1199,0,20000,0,0,0,0,0,0,0,0,English,Action,"1,212,921,883,874,800,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
985,Team Fortress 2: Meet the Soldier (English),,,,549404,36129,0,20000,0,0,0,0,0,0,0,0,,,"5,624,817,313,135,730,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
986,RACE 07 Trailer,,,,1715,357,0,20000,0,0,0,0,0,0,0,0,,,"141,88,58,38,31,27,14,11"
987,Team Fortress 2: Meet the Engineer,,,,549063,36087,0,20000,0,0,0,0,0,0,0,0,,,"5,624,717,312,135,710,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
988,Kane & Lynch HD Trailer 3,Io Interactive,"SQUARE ENIX, Eidos Interactive",,1354,801,0,20000,0,0,0,0,0,0,0,0,English,Action,"99,51,49,44,43,42,31,28,25,23,22,18,16,16,14,13,9,7"
989,Juiced 2 - Hot Import Nights Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
990,Enemy Territory: QUAKE Wars Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
991,Loki HD Trailer,Cyanide Studios,Focus Home Interactive,,75,59,0,20000,0,0,0,0,0,0,0,0,English,RPG,"30,15,8,8"
992,Company of Heroes: Opposing Fronts Trailer,,,,579,52,0,20000,0,0,0,0,0,0,0,0,,,"101,63,59,46,22,21,20,17,11,10,8,6,6"
994,Team Fortress 2: Meet the Heavy (Russian),,,,548991,36082,0,20000,0,0,0,0,0,0,0,0,,,"5,624,717,312,135,710,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
995,The Orange Box Commercial,Valve,Valve,,0,0,0,20000,0,0,0,0,0,0,0,0,English,Action,[]
996,Two Worlds Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
997,Team Fortress 2: Meet the Demoman,,,,549088,36092,0,20000,0,0,0,0,0,0,0,0,,,"5,624,717,312,135,710,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
998,Call of Duty 4 HD Trailer,,,,9240,839,0,20000,0,0,0,0,0,0,0,0,,,"595,488,452,341,280,258,251,202,192,162,121,104,104,99,97,84,84,73,67,51"
999,Painkiller Overdose Trailer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
1001,Rag Doll Kung Fu Beta,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
1002,Rag Doll Kung Fu,Mark Healey,Mark Healey,,54,21,0,50000,0,0,0,0,99,99,0,0,English,Indie,"45,39,30,29,28,28,27,26,26,18"
1003,Rag Doll Kung Fu Demo,Mark Healey,Mark Healey,,42,17,0,20000,0,0,0,0,0,0,0,3,English,Indie,"28,8,5"
1007,Steamworks SDK Redist,,,,0,0,0,20000,0,0,0,0,0,0,0,1,,,[]
1200,Red Orchestra: Ostfront 41-45,Tripwire Interactive,Tripwire Interactive,,1928,288,0,1000000,701,0,329,0,499,499,0,19,"English, French, Russian",Action,"153,125,119,94,85,80,71,64,62,60,45,43,35,29,23,20,11,9,8"
1210,Red Orchestra Beta,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
1213,Red Orchestra: Ostfront 41-45,,,,0,0,0,20000,0,0,0,0,0,0,0,1,,,[]
1220,RedOrchestra SDK Beta,,,,0,0,0,20000,0,0,0,0,0,0,0,1,,,[]
1230,Mare Nostrum,Sandstorm Productions,Tripwire Interactive,,141,17,0,20000,33,0,16,0,0,0,0,4,English,Action,"49,18,15,14,9,8,8"
1240,Mare Nostrum Dedicated Server,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
1250,Killing Floor,Tripwire Interactive,Tripwire Interactive,,60028,3178,0,5000000,2257,2546,315,2546,1999,1999,0,280,"English, French, Italian, German, Spanish - Spain, Hungarian, Polish, Russian",Action,"162,015,951,484,116,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
1255,Killing Floor DLC 1,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
1256,Killing Floor Outbreak Character Pack,Tripwire Interactive,Tripwire Interactive,,47,6,0,20000,0,0,0,0,399,799,50,0,English,Action,25
1257,Killing Floor: Nightfall Character Pack,Tripwire Interactive,Tripwire Interactive,,55,5,0,20000,0,0,0,0,799,799,0,0,English,Action,23
1259,Killing Floor,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
1260,Killing Floor SDK,,,,0,0,0,20000,0,0,0,0,0,0,0,5,,,[]
1270,Killing Floor Beta,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
1273,Killing Floor Beta Dedicated Server,,,,0,0,0,20000,0,0,0,0,0,0,0,1,,,[]
1280,Darkest Hour: Europe '44-'45,Darklight Games,Darklight Games,,985,139,0,20000,308,0,58,0,0,0,0,109,English,"Action, Simulation","101,79,61,58,55,50,46,46,46,36,31,17,12,6,5"
1290,Darkest Hour Dedicated Server,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
1300,SiN Episodes: Emergence,Ritual Entertainment,Ritual Entertainment,,737,92,0,200000,196,0,265,0,999,999,0,2,"English, Russian, French",Action,"114,70,48,34,30,30,22,18,16,12,10,8,7,7"
1306,SiN Episodes: Emergence German,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
1309,SiN Episodes: Emergence,Ritual Entertainment,Ritual Entertainment,,322,45,0,500000,1,0,1,0,999,999,0,0,"English, Russian, French",Action,"53,48,35,25,16,14,13,9,8"
1313,SiN: Gold,"Ritual Entertainment, Nightdive Studios",Nightdive Studios,,218,35,0,100000,25,0,36,0,999,999,0,2,"English, French",Action,"161,24,22,19,19,18,17,17,17,11,8,7,6"
1317,Sin Episodes SDK,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
1320,SiN Episodes: Emergence,,,,0,0,0,20000,0,0,0,0,0,0,0,1,,,[]
1348,Total War Mega Pack Advert,The Creative Assembly,SEGA,,0,0,0,20000,0,0,0,0,0,0,0,0,,Strategy,[]
1500,Darwinia,Introversion Software,Introversion Software,,600,182,0,1000000,58,0,50,0,999,999,0,4,"English, German, French, Italian, Spanish - Spain","Indie, Strategy","121,101,63,48,42,15,13,8,6"
1502,Darwinia Demo,Introversion Software,Introversion Software,,489,163,0,20000,0,0,0,0,0,0,0,1,English,"Strategy, Indie","96,79,61,46,40,15,12,7,5"
1504,Darwinia Press Review,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
1507,ValveTestApp1507-do-not-use,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
1510,Uplink,Introversion Software,Introversion Software,,1913,185,0,1000000,307,0,47,0,999,999,0,11,English,"Indie, Strategy","217,156,144,114,107,58,57,53,47,41,38,32,29,27,22,8,8,8,5,5"
1520,DEFCON,Introversion Software,Introversion Software,,2890,443,0,1000000,154,35,97,35,999,999,0,50,"English, French, German, Italian, Spanish - Spain","Indie, Strategy","271,168,125,115,107,70,59,58,57,56,54,39,39,35,31,29,23,18,17,12"
1522,DEFCON Demo,Introversion Software,Introversion Software,,2103,360,0,20000,0,0,0,0,0,0,0,13,English,"Strategy, Indie","226,137,101,98,96,50,46,46,42,39,35,31,27,22,19,13,12,7"
1523,DEFCON Beta Demo,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
1525,DEFCON Beta,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
1528,ValveTestApp1528-do-not-use,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
1530,Multiwinia,Introversion Software,Introversion Software,,417,89,0,1000000,122,0,71,0,999,999,0,3,"English, French, Italian, German, Spanish - Spain",Indie,"57,35,33,26,12,11"
1532,ValveTestApp1532,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
1535,DEFCON Soundtrack DLC,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
1540,Multiwinia Demo,Introversion Software,Introversion Software,,382,77,0,20000,0,0,0,0,0,0,0,3,"English, French, Italian, German, Spanish - Spain",Indie,"56,33,31,25,11,11"
1600,Dangerous Waters,Sonalysts,Strategy First,,235,71,0,100000,156,0,303,0,1499,1499,0,4,English,Strategy,"38,30,23,19,10,9,7"
1610,Space Empires IV Deluxe,Malfador Machinations,Strategy First,,173,35,0,100000,866,0,866,0,199,999,80,26,English,Strategy,"65,45,30,25,20,19,11"
1620,Jagged Alliance 2 Gold,Strategy First,Strategy First,,0,0,0,20000,0,0,0,0,1999,1999,0,0,English,Strategy,[]
1630,Disciples II: Rise of the Elves ,Strategy First,Strategy First,,842,146,0,100000,258,1,372,1,139,699,80,42,English,Strategy,"64,52,31,30,30,19,17,15,13"
1635,Disciples II ROTE Scenario Editor,,,,0,0,0,20000,0,0,0,0,0,0,0,1,,,[]
1640,Disciples II: Gallean's Return,Strategy First,Strategy First,,883,209,0,200000,25,0,36,0,699,699,0,39,English,Strategy,"85,76,47,38,37,31,31,22,21,20,14,13,8,6"
1645,Disciples II Galleans Return Scenario Editor,,,,0,0,0,20000,0,0,0,0,0,0,0,1,,,[]
1670,Iron Warriors: T - 72 Tank Command ,Strategy First,Strategy First,,164,104,0,50000,26,0,26,0,499,499,0,1,English,Strategy,"36,33,23,10,5"
1690,Space Empires V,Malfador Machinations,Strategy First,,266,115,0,100000,61,0,61,0,299,1499,80,12,English,Strategy,"51,32,25,21,21,13,11,7"
1700,Arx Fatalis,Arkane Studios,Arkane Studios,,1260,178,0,500000,165,0,165,0,499,499,0,16,"English, French, German, Italian, Spanish - Spain, Russian",RPG,"214,118,106,102,97,96,81,75,60,53,48,41,37,34,33,26,23,15,15,8"
1710,Arx Fatalis Demo,Arkane Studios,Arkane Studios,,735,109,0,20000,0,0,0,0,0,0,0,1,English,RPG,"166,93,82,81,76,71,60,43,40,38,32,27,26,25,17,17,14,11,11"
1840,Source Filmmaker,Valve,Valve,,26932,1921,0,2000000,959,7,56,7,0,0,0,1194,English,"Animation & Modeling, Video Production","676,472,471,381,289,193,191,152,124,112,101,88,73,39,34,32,17,13,11,10"
1900,Earth 2160,Reality Pump Studios,"Topware Interactive, ACE",,836,360,0,1000000,992,0,425,0,499,499,0,16,"English, French, German, Spanish - Spain, Italian, Czech, Polish, Russian",Strategy,"958,953,948,948,940,936,124,120,118,117,111,107,96,92,90,79,72,68,56,42"
1920,Two Worlds,Reality Pump Studios,Topware Interactive,,0,0,0,20000,0,0,0,0,0,0,0,1,"English, French, German",RPG,[]
1930,Two Worlds Epic Edition,Reality Pump Studios,Topware Interactive,,3705,1229,0,2000000,443,0,418,0,999,999,0,1039,"English, French, German, Italian, Spanish - Spain, Czech, Polish, Russian",RPG,"719,133,97,71,70,66,65,58,52,50,35,27,20,17,14,12,8,7"
2100,Dark Messiah of Might & Magic,Arkane Studios,Ubisoft,,7401,644,0,2000000,461,0,161,0,249,999,75,73,"English, French, German, Italian, Spanish - Spain","Action, RPG","486,421,397,342,225,225,222,208,167,140,135,132,108,104,101,95,82,78,64,57"
2110,Dark Messiah Multiplayer Open Beta,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
2114,Dark Messiah of Might & Magic Multi-Player,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
2115,Dark Messiah of Might & Magic Single Player,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
2120,Dark Messiah Singleplayer Demo,Arkane Studios,Ubisoft,,4754,352,0,20000,0,0,0,0,0,0,0,1,"English, French, German, Italian, Japanese, Korean, Portuguese, Russian, Traditional Chinese, Simplified Chinese, Spanish, Thai","RPG, Action","445,388,365,318,209,206,201,189,154,123,122,116,114,98,92,84,82,70,67,57"
2130,Dark Messiah of Might & Magic,Arkane Studios,Ubisoft,,4769,355,0,2000000,353,0,350,0,999,999,0,2,"English, French, German, Italian, Spanish - Spain","Action, RPG","446,388,365,318,209,207,202,190,155,124,123,117,115,98,93,85,83,70,67,57"
2131,Dark Messiah of Might & Magic,Arkane Studios,Ubisoft,,4750,351,0,20000,0,0,0,0,999,999,0,0,"English, French, German, Italian, Spanish - Spain","Action, RPG","445,388,365,318,209,206,201,189,154,123,122,116,114,98,92,84,82,70,67,57"
2145,Dark Messiah of Might & Magic Dedicated Server,,,,0,0,0,20000,0,0,0,0,0,0,0,1,,,[]
2150,Dark Messiah SDK Beta,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
2200,Quake III Arena,id Software,id Software,,2636,124,0,500000,293,75,383,75,1499,1499,0,29,English,Action,"219,163,163,157,144,98,91,86,73,68,58,49,41,39,39,31,31,16,7,5"
2210,Quake 4,RavenSoft / id Software,Bethesda Softworks,,1994,288,0,500000,379,0,391,0,1499,1499,0,19,English,Action,"140,118,83,81,69,62,60,57,52,51,45,37,35,23,13,8,8"
2270,Wolfenstein 3D,id Software,Bethesda-Softworks,,2648,157,0,500000,106,0,100,0,499,499,0,16,English,Action,"198,172,136,105,103,87,87,81,73,68,41,24,21,18,16,15,13,10,10,6"
2280,Ultimate Doom,id Software,id Software,,11231,423,0,2000000,245,21,52,29,499,499,0,54,"English, French, Italian, German, Spanish - Spain",Action,"433,432,275,258,226,207,194,183,178,175,164,163,160,137,137,123,107,102,90,67"
2290,Final DOOM,id Software,id Software,,975,171,0,1000000,31,0,3,0,499,499,0,4,English,Action,"123,107,104,71,69,54,52,52,43,43,42,37,35,35,33,33,32,24,13,12"
2300,DOOM II,id Software,id Software,,5676,309,0,1000000,91,3,34,3,499,499,0,54,"English, French, Italian, German, Spanish - Spain",Action,"279,267,189,156,148,145,136,118,111,110,109,106,98,90,85,81,79,70,67,46"
2310,QUAKE,"id Software, Nightdive Studios, MachineGames",Bethesda Softworks,,9425,408,0,2000000,422,0,259,0,999,999,0,96,"English, French, Italian, German, Spanish - Spain, Russian",Action,"370,334,229,204,154,151,145,139,129,123,123,101,100,95,85,85,81,80,39,38"
2320,QUAKE II,id Software,id Software,,2945,261,0,500000,119,0,76,0,499,499,0,29,English,Action,"166,135,133,78,77,71,71,69,55,54,50,44,39,39,30,26,25,20,16,10"
2330,QUAKE II Mission Pack: The Reckoning,Xatrix Entertainment,id Software,,144,34,0,500000,1,0,1,0,299,299,0,2,English,Action,"58,24,19,18,10"
2340,QUAKE II Mission Pack: Ground Zero,Rogue Entertainment,id Software,,123,81,0,100000,1,0,1,0,299,299,0,0,English,Action,"46,19,9,7,5"
2350,QUAKE III: Team Arena,id Software,id Software,,191,47,0,500000,21,0,32,0,1499,1499,0,3,English,Action,"76,41,31,27,20,17,14,14,10"
2360,HeXen: Beyond Heretic,Raven Software,id Software,,446,54,0,500000,7,0,7,0,499,499,0,3,English,Action,"81,54,53,49,45,38,35,32,26,26,22,19,16,9,8,8,7"
2370,HeXen: Deathkings of the Dark Citadel,Raven Software,id Software,,104,27,0,100000,1,0,1,0,499,499,0,5,English,Action,"39,24,22,14,13,10,8,8,8,7"
2390,Heretic: Shadow of the Serpent Riders,Raven Software,id Software,,733,41,0,200000,61,0,87,0,499,499,0,5,English,Action,"69,67,55,45,35,33,32,31,27,26,24,7,7,6"
2400,The Ship: Murder Party,Outerlight Ltd.,Blazing Griffin,,5032,834,0,2000000,209,0,152,0,999,999,0,7,"English, French, German, Italian, Spanish - Spain, Polish, Russian, Japanese","Action, Indie, RPG","380,174,151,149,135,120,117,104,81,61,53,52,51,50,44,42,41,30,28,27"
2403,The Ship Dedicated Server,,,,0,0,0,20000,0,0,0,0,0,0,0,2,,,[]
2410,The Ship Beta,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
2413,The Ship Dedicated Server Beta,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
2420,The Ship: Single Player,Outerlight Ltd.,Blazing Griffin Ltd.,,628,265,0,500000,109,0,69,0,999,999,0,1,"English, French, German, Italian, Spanish - Spain, Polish, Russian, Japanese","Action, Indie, RPG","338,49,39,34,19,11,5"
2430,The Ship Tutorial,,,,0,0,0,20000,23,0,16,0,0,0,0,1,,,[]
2450,Bloody Good Time,Outerlight Ltd.,Ubisoft,,749,223,0,200000,282,0,322,0,99,499,80,5,English,Action,"75,37,35,28,24,12,10,8,6,6"
2460,Bloody Good Time Dedicated Server,,,,0,0,0,20000,0,0,0,0,0,0,0,1,,,[]
2500,Shadowgrounds,Frozenbyte,Frozenbyte,,1138,284,0,500000,94,0,58,0,139,699,80,3,English,Action,"168,163,160,156,128,122,118,118,113,108,101,97,93,90,88,83,75,73,64,40"
2505,Shadowgrounds Editor,,,,0,0,0,20000,0,0,0,0,0,0,0,1,,,[]
2510,Shadowgrounds Demo,Frozenbyte,Frozenbyte,,1000,255,0,20000,0,0,0,0,0,0,0,1,English,Action,"103,70,67,48,36,35,31,27,26,25,20,13,13,10,8,7"
2520,Gumboy - Crazy Adventures,"CINEMAX, s.r.o.","CINEMAX, s.r.o.",,59,56,0,100000,0,0,0,0,249,499,50,0,"English, Polish, Russian","Casual, Indie","36,32,28,26,26,24,19,14,11"
2525,Gumboy - Crazy Adventures,"CINEMAX, s.r.o.","CINEMAX, s.r.o.",,54,49,0,100000,0,0,0,0,499,499,0,0,"English, Polish, Russian","Casual, Indie","36,32,11,5"
2530,Gumboy Demo,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
2535,Gumboy Demo,"CINEMAX, s.r.o.",Meridian4,98,49,47,51,20000,0,0,0,0,0,0,0,0,,"Indie, Casual","33,31,10"
2540,RIP - Trilogy,Elephant Games,Dreamatrix,,213,148,0,200000,0,0,0,0,499,499,0,0,English,"Casual, Indie","41,37,17,15,13,11,8,8,6,5,5"
2545,RIP - Trilogy,Elephant Games,,,204,136,0,200000,30,0,30,0,499,499,0,0,English,"Casual, Indie","39,37,17,15,13,11,8,6,5"
2550,RIP - Trilogy,Elephant Games,,,204,136,0,200000,33,0,33,0,499,499,0,1,English,"Casual, Indie","39,37,17,15,13,11,8,6,5"
2560,RIP 3 Demo,Elephant Games,Meridian4,98,187,121,65,20000,0,0,0,0,0,0,0,0,English,"Casual, Indie","37,35,14,13,12,9,5,5"
2570,Vigil: Blood Bitterness,Freegamer,HeR Interactive,,29,116,0,100000,0,0,0,0,0,0,0,0,English,"Indie, RPG","27,22,6,6,5"
2580,Vigil - Blood Bitterness Demo,Freegamer,Meridian4,97,29,101,18,20000,0,0,0,0,0,0,0,0,English,"RPG, Indie","28,23,6,6"
2590,Alpha Prime,Black Element,Bohemia Interactive,,723,612,0,500000,62,0,70,0,499,499,0,1,English,Action,"84,69,42,39,26,25,16,16"
2600,Vampire: The Masquerade - Bloodlines,Troika Games,Activision,,10121,543,0,1000000,271,172,132,172,1999,1999,0,82,"English, French, German",Action,"957,884,644,443,377,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2610,GUN,Neversoft,Activision,,1215,128,0,200000,82,0,97,0,1999,1999,0,10,English,Action,"129,85,75,55,41,38,37,36,34,31,26,22,16,15,14,14,8,7,5"
2620,Call of Duty,Infinity Ward,Activision,,3478,198,0,500000,442,0,554,0,1999,1999,0,65,"English, German",Action,"210,193,173,151,118,113,111,102,84,83,73,57,50,44,31,16,15,12,10,7"
2625,Call of Duty Singleplayer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
2630,Call of Duty 2,Infinity Ward,Activision,,5859,427,0,5000000,718,0,802,0,1999,1999,0,264,"English, French, German, Italian, Spanish - Spain",Action,"213,203,197,160,154,128,117,117,99,87,56,53,24,22,19,16,12,12,10,9"
2635,Call of Duty 2 Singleplayer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
2640,Call of Duty: United Offensive,Gray Matter Studios,Activision,,1067,159,0,500000,464,0,607,0,1999,1999,0,38,"English, French, Italian",Action,"87,82,74,57,56,48,44,38,36,30,23,13"
2645,Call of Duty: United Offensive Singleplayer,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
2680,The History Channel: Civil War,Cauldron,Activision Value,,0,0,0,20000,0,0,0,0,0,0,0,0,English,Action,[]
2690,Empires: Dawn of the Modern World,Stainless Steel Studios,Activision,,0,0,0,20000,0,0,0,0,0,0,0,2,English,Strategy,[]
2700,RollerCoaster Tycoon 3: Platinum,"Frontier, Aspyr (Mac)","Frontier, Aspyr (Mac)",,4388,430,0,2000000,768,0,293,0,0,0,0,85,"English, French, Italian, German, Spanish - Spain, Danish, Dutch, Finnish, Norwegian, Swedish","Simulation, Strategy","306,270,209,198,142,120,88,81,71,55,51,41,33,32,25,25,24,22,17,11"
2710,Act of War: Direct Action,Eugen Systems,THQ Nordic,,379,49,0,200000,0,0,0,0,299,299,0,12,English,Action,"84,48,35,34,33,30,27,27,27,26,21,19,10"
2720,ThreadSpace: Hyperbol,Iocaine Studios,SEGA,,35,11,0,20000,10,0,10,0,99,99,0,0,English,"Action, Indie, Strategy","29,26,25,25,25,25,22,5"
2724,ThreadSpace: Hyperbol,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
2725,ThreadSpace: Hyperbol Map Editor,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
2726,ThreadSpace: Hyperbol Soundtrack,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
2730,ThreadSpace: Hyperbol Demo,Iocaine Studios,Atari,,30,10,0,20000,0,0,0,0,0,0,0,1,English,"Action, Strategy","26,25,22,5"
2740,ThreadSpace: Hyperbol dedicated server,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
2760,Neverwinter Nights 2 Platinum,Obsidian Entertainment,Atari,,0,0,0,20000,2560,0,3611,0,0,0,0,43,English,RPG,[]
2767,Neverwinter Nights 2 Expansion 1,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
2768,Neverwinter Nights 2 Expansion 2,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
2770,Neverwinter Nights 2: Platinum - Map Editor,,,,0,0,0,20000,0,0,0,0,0,0,0,2,,,[]
2780,ARMA: Combat Operations,Bohemia Interactive,Bohemia Interactive,,166,76,0,100000,24,0,24,0,799,799,0,0,English,Action,"47,19,15,14,12,12,7,6"
2790,Atari 80 Classics in One,Atari,Atari,,0,0,0,20000,0,0,0,0,0,0,0,1,English,Casual,[]
2800,X2: The Threat,Egosoft,Egosoft,,315,65,0,500000,60,0,60,0,499,499,0,16,"English, French, German, Italian, Spanish - Spain, Czech, Polish, Russian",Strategy,"69,57,52,42,36,34,34,34,32,29,26,17,14"
2810,X3: Reunion,Egosoft,Egosoft,,393,150,0,1000000,260,0,214,0,999,999,0,11,"English, French, German, Spanish - Spain, Italian, Russian, Simplified Chinese, Traditional Chinese, Czech, Polish",Strategy,"122,92,82,70,69,65,63,56,44,40,33,32,13,6"
2820,X3: Terran Conflict,Egosoft,Egosoft,,2106,359,0,1000000,3613,0,195,0,1599,1599,0,73,"English, French, German, Italian, Russian, Polish, Simplified Chinese, Traditional Chinese, Czech, Spanish - Spain, Japanese","Action, Simulation, Strategy","348,249,175,165,160,147,133,129,125,101,91,56,40,36,33,32,31,21,10,8"
2826,X3: Terran Conflict,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
2827,X3: A Sunny Place,,,,0,0,0,20000,0,0,0,0,0,0,0,0,,,[]
2840,X: Beyond the Frontier,Egosoft,Egosoft,,212,75,0,500000,0,0,0,0,499,499,0,4,"English, German","Simulation, Strategy","68,55,46,39,33,31,29,26,26,21,17,17,14,8"
2850,X: Tension,Egosoft,Egosoft,,77,26,0,500000,3,0,3,0,499,499,0,1,"English, German","Simulation, Strategy","57,39,36,30,28,22,22,20,20,8"
2860,X-SuperBox Bonus Material,,,,0,0,0,20000,0,0,0,0,0,0,0,1,,,[]
2870,X Rebirth,Egosoft,Egosoft,,3056,4095,0,500000,1442,0,1442,0,2999,2999,0,25,"English, German, Italian, Russian, Simplified Chinese, Traditional Chinese, French, Korean","Action, Simulation","392,382,251,222,151,143,130,102,78,49,36,26,26,25,21,13,12,5,5,5"
2900,688(I) Hunter/Killer,Sonalysts,Strategy First,,112,37,0,50000,413,0,413,0,999,999,0,3,English,Strategy,"29,26,19,14,13"
